"","items","count","total","rnd","customer","age","city","paymentType"
"7630","soda,nut snack,flower (seeds)",3,637,4,"Adel",50,"Alexandria","Credit"
"7631","tropical fruit,mustard,sauces",3,557,4,"Adel",50,"Alexandria","Credit"
"7632","beverages",1,1804,4,"Adel",50,"Alexandria","Cash"
"7633","candy,photo/film",2,1557,4,"Adel",50,"Alexandria","Credit"
"7634","bottled beer",1,1514,4,"Adel",50,"Alexandria","Cash"
"7635","whipped/sour cream,ice cream,rolls/buns,semi-finished bread,soda",5,1374,4,"Adel",50,"Alexandria","Credit"
"7636","ham,beef,tropical fruit,whole milk,curd,yogurt,rolls/buns,ready soups,cat food",9,1922,4,"Adel",50,"Alexandria","Cash"
"7637","root vegetables,herbs",2,1499,4,"Adel",50,"Alexandria","Credit"
"7638","soda",1,1549,4,"Adel",50,"Alexandria","Credit"
"7639","chicken,citrus fruit,tropical fruit,pip fruit,whole milk,white bread",6,2206,4,"Adel",50,"Alexandria","Credit"
"7640","chicken,citrus fruit,root vegetables,butter,domestic eggs,brown bread,margarine,sweet spreads,dental care,shopping bags",10,1981,4,"Adel",50,"Alexandria","Credit"
"7641","rolls/buns",1,463,4,"Adel",50,"Alexandria","Credit"
"7642","sausage,other vegetables,rolls/buns,canned beer,shopping bags",5,2420,4,"Adel",50,"Alexandria","Cash"
"7643","root vegetables",1,2366,4,"Adel",50,"Alexandria","Credit"
"7644","fish,coffee",2,748,4,"Adel",50,"Alexandria","Credit"
"7645","tropical fruit,onions",2,329,4,"Adel",50,"Alexandria","Credit"
"7646","ham,processed cheese,rolls/buns",3,211,4,"Adel",50,"Alexandria","Credit"
"7647","soda,specialty bar",2,602,4,"Adel",50,"Alexandria","Cash"
"7648","citrus fruit,pip fruit,berries,coffee,detergent,candles,shopping bags",7,1810,4,"Adel",50,"Alexandria","Credit"
"7649","domestic eggs,soda,hygiene articles",3,1050,4,"Adel",50,"Alexandria","Cash"
"7650","citrus fruit,instant coffee,fruit/vegetable juice,canned beer,chocolate,candy,house keeping products,shopping bags",8,425,4,"Adel",50,"Alexandria","Cash"
"7651","sausage,meat,whole milk,rolls/buns,cake bar,shopping bags",6,238,4,"Adel",50,"Alexandria","Cash"
"7652","chocolate",1,1125,4,"Adel",50,"Alexandria","Credit"
"7653","sausage,beef,root vegetables,other vegetables,curd,cereals,soda,waffles",8,2257,4,"Adel",50,"Alexandria","Cash"
"7654","cream cheese ,rolls/buns,soda,chewing gum",4,221,4,"Adel",50,"Alexandria","Cash"
"7655","specialty chocolate,newspapers",2,1774,4,"Adel",50,"Alexandria","Credit"
"7656","chicken,whole milk",2,775,4,"Adel",50,"Alexandria","Cash"
"7657","packaged fruit/vegetables,soda,napkins",3,1321,4,"Adel",50,"Alexandria","Cash"
"7658","other vegetables",1,519,4,"Adel",50,"Alexandria","Cash"
"7659","butter,white bread",2,2452,4,"Adel",50,"Alexandria","Cash"
"7660","hamburger meat,rice,soups,sauces",4,933,4,"Adel",50,"Alexandria","Credit"
"7661","butter milk,coffee",2,2096,4,"Adel",50,"Alexandria","Credit"
"7662","fish,other vegetables,packaged fruit/vegetables,cat food,pet care,coffee,bottled water,red/blush wine",8,666,4,"Adel",50,"Alexandria","Credit"
"7663","pork,beef,cream cheese ,tidbits,soda",5,517,4,"Adel",50,"Alexandria","Credit"
"7664","sausage,butter,bottled beer",3,463,4,"Adel",50,"Alexandria","Cash"
"7665","pork,frozen potato products,rice,flower (seeds)",4,862,4,"Adel",50,"Alexandria","Cash"
"7666","pork,root vegetables,whole milk,pickled vegetables,coffee",5,1127,4,"Adel",50,"Alexandria","Credit"
"7667","cleaner",1,321,4,"Adel",50,"Alexandria","Credit"
"7668","ham,whole milk,soft cheese,long life bakery product",4,1780,4,"Adel",50,"Alexandria","Credit"
"7669","whipped/sour cream,specialty fat,waffles,specialty chocolate",4,592,4,"Adel",50,"Alexandria","Cash"
"7670","pork,bottled beer,salty snack,detergent,napkins",5,2239,4,"Adel",50,"Alexandria","Cash"
"7671","sausage,spread cheese,mustard,bottled water,cleaner,shopping bags",6,1516,4,"Adel",50,"Alexandria","Credit"
"7672","chicken,hamburger meat,herbs,other vegetables,whole milk,yogurt,domestic eggs,rolls/buns,light bulbs",9,2490,4,"Adel",50,"Alexandria","Credit"
"7673","canned beer",1,1129,4,"Adel",50,"Alexandria","Credit"
"7674","finished products,dessert,pastry,shopping bags",4,1877,4,"Adel",50,"Alexandria","Cash"
"7675","bottled beer,nut snack",2,592,4,"Adel",50,"Alexandria","Cash"
"7676","specialty cheese,soap",2,1578,4,"Adel",50,"Alexandria","Cash"
"7677","pastry,canned beer,chocolate,newspapers",4,684,4,"Adel",50,"Alexandria","Credit"
"7678","beef,whipped/sour cream,roll products ",3,982,4,"Adel",50,"Alexandria","Cash"
"7679","dessert,bottled water,fruit/vegetable juice",3,792,4,"Adel",50,"Alexandria","Cash"
"7680","chicken,curd",2,2266,4,"Adel",50,"Alexandria","Cash"
"7681","condensed milk,pastry,chocolate",3,176,4,"Adel",50,"Alexandria","Cash"
"7682","frankfurter,grapes",2,2485,4,"Adel",50,"Alexandria","Cash"
"7683","butter milk,white bread,pet care,newspapers",4,875,4,"Adel",50,"Alexandria","Cash"
"7684","whole milk,coffee",2,1116,4,"Adel",50,"Alexandria","Credit"
"7685","bottled beer",1,141,4,"Adel",50,"Alexandria","Cash"
"7686","other vegetables,whole milk,rolls/buns,flour",4,2494,4,"Adel",50,"Alexandria","Cash"
"7687","chicken,citrus fruit,butter,margarine,bottled water,soda,fruit/vegetable juice,newspapers",8,1910,4,"Adel",50,"Alexandria","Credit"
"7688","citrus fruit,pip fruit,other vegetables,condensed milk,frozen vegetables,pastry,waffles",7,1692,4,"Adel",50,"Alexandria","Cash"
"7689","chicken,rolls/buns,margarine,coffee,bottled water,red/blush wine,long life bakery product,candy,newspapers",9,998,4,"Adel",50,"Alexandria","Cash"
"7690","tropical fruit,other vegetables,whole milk,margarine",4,1909,4,"Adel",50,"Alexandria","Cash"
"7691","canned vegetables",1,356,4,"Adel",50,"Alexandria","Cash"
"7692","soda,salty snack",2,776,4,"Adel",50,"Alexandria","Credit"
"7693","butter,beverages,sliced cheese,pastry,shopping bags",5,784,4,"Adel",50,"Alexandria","Cash"
"7694","finished products",1,835,4,"Adel",50,"Alexandria","Credit"
"7695","frankfurter,beef,berries,processed cheese,frozen meals,frozen potato products,rolls/buns,ready soups,bottled water,soda,fruit/vegetable juice,red/blush wine,long life bakery product,specialty bar",14,1070,4,"Adel",50,"Alexandria","Cash"
"7696","whole milk,curd,red/blush wine,newspapers",4,2411,4,"Adel",50,"Alexandria","Credit"
"7697","berries,other vegetables,yogurt,spread cheese,rolls/buns",5,1986,4,"Adel",50,"Alexandria","Cash"
"7698","pork,root vegetables,other vegetables,beverages,rolls/buns,pastry,sauces,bottled water,soda,red/blush wine,sparkling wine,chocolate,specialty chocolate,candy,napkins,newspapers",16,767,4,"Adel",50,"Alexandria","Credit"
"7699","sausage,yogurt",2,1035,4,"Adel",50,"Alexandria","Credit"
"7700","condensed milk,coffee",2,622,4,"Adel",50,"Alexandria","Cash"
"7701","whole milk,butter,butter milk,beverages,domestic eggs,rolls/buns,salt,coffee,chocolate,shopping bags",10,1793,4,"Adel",50,"Alexandria","Cash"
"7702","other vegetables,frozen meals,rolls/buns,bottled water,bottled beer,red/blush wine",6,1467,4,"Adel",50,"Alexandria","Cash"
"7703","salty snack,specialty chocolate",2,2444,4,"Adel",50,"Alexandria","Cash"
"7704","bottled beer,liquor",2,1728,4,"Adel",50,"Alexandria","Cash"
"7705","pip fruit,rolls/buns",2,657,4,"Adel",50,"Alexandria","Credit"
"7706","whole milk",1,2258,4,"Adel",50,"Alexandria","Credit"
"7707","sausage,rolls/buns",2,491,4,"Adel",50,"Alexandria","Cash"
"7708","chicken,whole milk",2,728,4,"Adel",50,"Alexandria","Credit"
"7709","rolls/buns,margarine,canned fish",3,2376,4,"Adel",50,"Alexandria","Cash"
"7710","pork,bottled water,white wine,shopping bags",4,268,4,"Adel",50,"Alexandria","Credit"
"7711","sweet spreads",1,462,4,"Adel",50,"Alexandria","Cash"
"7712","whole milk,curd,cream cheese ,shopping bags",4,2284,4,"Adel",50,"Alexandria","Credit"
"7713","canned beer",1,640,4,"Adel",50,"Alexandria","Credit"
"7714","fruit/vegetable juice",1,2470,4,"Adel",50,"Alexandria","Cash"
"7715","rolls/buns,napkins,shopping bags",3,1573,4,"Adel",50,"Alexandria","Cash"
"7716","canned beer,salty snack",2,571,4,"Adel",50,"Alexandria","Credit"
"7717","pork",1,1499,4,"Adel",50,"Alexandria","Cash"
"7718","rolls/buns,newspapers",2,418,4,"Adel",50,"Alexandria","Cash"
"7719","frankfurter,sausage,pork,beef,hamburger meat,tropical fruit,root vegetables,whole milk,yogurt,spread cheese,rolls/buns,pastry,bottled beer,canned beer,newspapers",15,1247,4,"Adel",50,"Alexandria","Credit"
"7720","sausage,rolls/buns",2,919,4,"Adel",50,"Alexandria","Credit"
"7721","sausage,whole milk,yogurt,UHT-milk,rolls/buns",5,1370,4,"Adel",50,"Alexandria","Credit"
"7722","sausage,other vegetables,whipped/sour cream,ice cream,domestic eggs,rolls/buns,coffee,bottled water,newspapers",9,478,4,"Adel",50,"Alexandria","Credit"
"7723","hamburger meat,pip fruit,other vegetables,whole milk,curd,roll products ",6,554,4,"Adel",50,"Alexandria","Cash"
"7724","whole milk,butter,curd,whipped/sour cream,newspapers",5,2182,4,"Adel",50,"Alexandria","Cash"
"7725","cream cheese ,processed cheese,specialty bar",3,791,4,"Adel",50,"Alexandria","Credit"
"7726","whole milk,cream cheese ,chewing gum",3,1941,4,"Adel",50,"Alexandria","Credit"
"7727","rolls/buns,brown bread,specialty bar",3,1030,4,"Adel",50,"Alexandria","Credit"
"7728","frankfurter,pork,other vegetables,brown bread,pickled vegetables,coffee,newspapers",7,1586,4,"Adel",50,"Alexandria","Cash"
"7729","bottled beer,light bulbs",2,1324,4,"Adel",50,"Alexandria","Cash"
"7730","soda",1,1018,4,"Adel",50,"Alexandria","Cash"
"7731","rolls/buns,dishes",2,201,4,"Adel",50,"Alexandria","Credit"
"7732","specialty bar",1,381,4,"Adel",50,"Alexandria","Credit"
"7733","grapes,hard cheese",2,1316,4,"Adel",50,"Alexandria","Cash"
"7734","whole milk,cake bar",2,709,4,"Adel",50,"Alexandria","Credit"
"7735","other vegetables,butter,beverages,soda,photo/film,shopping bags",6,740,4,"Adel",50,"Alexandria","Credit"
"7736","sausage,whole milk,domestic eggs,sugar,coffee,napkins,newspapers,shopping bags",8,1653,4,"Adel",50,"Alexandria","Credit"
"7737","sausage,citrus fruit,whole milk,sliced cheese,frozen meals,white bread,chewing gum,photo/film",8,2296,4,"Adel",50,"Alexandria","Cash"
"7738","bottled water,soda",2,101,4,"Adel",50,"Alexandria","Credit"
"7739","soda",1,2271,4,"Adel",50,"Alexandria","Cash"
"7740","yogurt,soda",2,1586,4,"Adel",50,"Alexandria","Cash"
"7741","tropical fruit,root vegetables,whole milk,butter,curd,yogurt,pudding powder,coffee",8,1426,4,"Adel",50,"Alexandria","Cash"
"7742","berries,whole milk,flour,baking powder,dog food,chocolate",6,1364,4,"Adel",50,"Alexandria","Cash"
"7743","salt,detergent",2,1259,4,"Adel",50,"Alexandria","Cash"
"7744","pastry",1,1871,4,"Adel",50,"Alexandria","Credit"
"7745","frankfurter,grapes,yogurt,coffee,bottled water",5,789,4,"Adel",50,"Alexandria","Credit"
"7746","root vegetables,other vegetables,whole milk,butter milk,frozen meals",5,2248,4,"Adel",50,"Alexandria","Credit"
"7747","newspapers",1,1159,4,"Adel",50,"Alexandria","Credit"
"7748","sausage,pip fruit,whole milk,curd,yogurt",5,624,4,"Adel",50,"Alexandria","Cash"
"7749","whole milk,hard cheese,brown bread,bottled beer,hygiene articles,newspapers,shopping bags",7,478,4,"Adel",50,"Alexandria","Cash"
"7750","nuts/prunes,soda,chocolate",3,2244,4,"Adel",50,"Alexandria","Credit"
"7751","grapes,dessert,yogurt,beverages,frozen vegetables,canned beer",6,711,4,"Adel",50,"Alexandria","Credit"
"7752","grapes,salty snack",2,255,4,"Adel",50,"Alexandria","Credit"
"7753","ham,other vegetables,hard cheese,pastry,chewing gum",5,779,4,"Adel",50,"Alexandria","Credit"
"7754","frozen dessert",1,267,4,"Adel",50,"Alexandria","Cash"
"7755","whole milk,pastry,semi-finished bread",3,1421,4,"Adel",50,"Alexandria","Cash"
"7756","newspapers",1,1584,4,"Adel",50,"Alexandria","Cash"
"7757","whole milk,ice cream,prosecco",3,265,4,"Adel",50,"Alexandria","Credit"
"7758","domestic eggs",1,554,4,"Adel",50,"Alexandria","Cash"
"7759","sausage,other vegetables,beverages,rolls/buns,red/blush wine,specialty chocolate,shopping bags",7,1012,4,"Adel",50,"Alexandria","Credit"
"7760","onions,fruit/vegetable juice",2,1078,4,"Adel",50,"Alexandria","Cash"
"7761","specialty chocolate",1,2061,4,"Adel",50,"Alexandria","Credit"
"7762","soda",1,2379,4,"Adel",50,"Alexandria","Credit"
"7763","sausage,ham,curd,soda,cake bar,shopping bags",6,1189,4,"Adel",50,"Alexandria","Credit"
"7764","beverages,processed cheese,coffee",3,742,4,"Adel",50,"Alexandria","Cash"
"7765","beef",1,1152,4,"Adel",50,"Alexandria","Credit"
"7766","dessert,specialty bar,newspapers",3,990,4,"Adel",50,"Alexandria","Cash"
"7767","fruit/vegetable juice",1,2401,4,"Adel",50,"Alexandria","Cash"
"7768","grapes,pastry,coffee,hair spray",4,1400,4,"Adel",50,"Alexandria","Cash"
"7769","shopping bags",1,997,4,"Adel",50,"Alexandria","Credit"
"7770","tropical fruit,beverages",2,473,4,"Adel",50,"Alexandria","Credit"
"7771","beef,whole milk,yogurt,brown bread,dish cleaner,dishes",6,1885,4,"Adel",50,"Alexandria","Cash"
"7772","sausage,pork,beef,hamburger meat,root vegetables,whole milk,butter,dessert,pasta,cat food,chocolate,candles,shopping bags",13,2221,4,"Adel",50,"Alexandria","Cash"
"7773","rolls/buns",1,321,4,"Adel",50,"Alexandria","Cash"
"7774","canned beer",1,1223,4,"Adel",50,"Alexandria","Credit"
"7775","tropical fruit,whole milk,yogurt,whipped/sour cream,frozen meals,rolls/buns,waffles,newspapers,photo/film",9,1529,4,"Adel",50,"Alexandria","Credit"
"7776","pip fruit,hygiene articles",2,1410,4,"Adel",50,"Alexandria","Credit"
"7777","beverages,rolls/buns,chewing gum",3,2200,4,"Adel",50,"Alexandria","Cash"
"7778","hamburger meat,other vegetables",2,1560,4,"Adel",50,"Alexandria","Credit"
"7779","whole milk,curd,whipped/sour cream,cream cheese ,white bread,oil,sugar,baking powder,cat food,chocolate,cooking chocolate",11,2310,4,"Adel",50,"Alexandria","Cash"
"7780","sparkling wine",1,1632,4,"Adel",50,"Alexandria","Credit"
"7781","dessert,frozen dessert,oil,soda,salty snack,chocolate,dental care",7,412,4,"Adel",50,"Alexandria","Credit"
"7782","frankfurter,tropical fruit,whole milk,rolls/buns,bottled water,napkins",6,326,4,"Adel",50,"Alexandria","Credit"
"7783","tropical fruit,pip fruit",2,2184,4,"Adel",50,"Alexandria","Credit"
"7784","sausage,whole milk,rolls/buns",3,253,4,"Adel",50,"Alexandria","Cash"
"7785","sausage,pork,beef,tropical fruit,root vegetables,onions,other vegetables,UHT-milk,sliced cheese,mustard,ketchup,bottled water,soda,waffles,chocolate marshmallow,bathroom cleaner,napkins,newspapers",18,2059,4,"Adel",50,"Alexandria","Cash"
"7786","dish cleaner",1,1326,4,"Adel",50,"Alexandria","Cash"
"7787","canned beer",1,735,4,"Adel",50,"Alexandria","Credit"
"7788","canned beer",1,1155,4,"Adel",50,"Alexandria","Credit"
"7789","tropical fruit,dessert,yogurt,UHT-milk,domestic eggs,rolls/buns,brown bread,canned vegetables,meat spreads,cake bar,chocolate,specialty chocolate",12,1667,4,"Adel",50,"Alexandria","Credit"
"7790","pork,whole milk,cream cheese ,frozen fish,brown bread,sauces",6,100,4,"Adel",50,"Alexandria","Credit"
"7791","chicken,pork,tropical fruit,curd cheese,cat food",5,1464,4,"Adel",50,"Alexandria","Credit"
"7792","root vegetables,sugar,cat food",3,2264,4,"Adel",50,"Alexandria","Cash"
"7793","hamburger meat",1,2193,4,"Adel",50,"Alexandria","Credit"
"7794","beef,whole milk,pastry,semi-finished bread,specialty chocolate,chocolate marshmallow",6,1854,4,"Adel",50,"Alexandria","Credit"
"7795","pip fruit,brown bread",2,676,4,"Adel",50,"Alexandria","Credit"
"7796","beef,root vegetables,other vegetables,whole milk",4,2099,4,"Adel",50,"Alexandria","Credit"
"7797","soda,chocolate",2,1220,4,"Adel",50,"Alexandria","Credit"
"7798","ham,grapes,berries,hard cheese,processed cheese,snack products,long life bakery product,waffles,female sanitary products,pot plants,shopping bags",11,406,4,"Adel",50,"Alexandria","Credit"
"7799","chocolate,candy",2,2086,4,"Adel",50,"Alexandria","Cash"
"7800","whole milk,curd,yogurt,soft cheese,detergent,newspapers",6,256,4,"Adel",50,"Alexandria","Credit"
"7801","salty snack",1,882,4,"Adel",50,"Alexandria","Cash"
"7802","sausage,pork,hamburger meat,tropical fruit,pip fruit,whole milk,yogurt,sliced cheese,frozen vegetables,white bread,dog food,coffee,bottled water,fruit/vegetable juice,long life bakery product,specialty chocolate,specialty bar,chocolate marshmallow,hygiene articles,pot plants",20,1418,4,"Adel",50,"Alexandria","Credit"
"7803","grapes,popcorn",2,1861,4,"Adel",50,"Alexandria","Credit"
"7804","other vegetables,whole milk,yogurt,frozen vegetables,brown bread,pastry,flour,bottled water,soda,fruit/vegetable juice,canned beer,long life bakery product",12,620,4,"Adel",50,"Alexandria","Credit"
"7805","whipped/sour cream,salt",2,1861,4,"Adel",50,"Alexandria","Cash"
"7806","sausage,beef,berries,root vegetables,other vegetables,whole milk,butter,sliced cheese,rolls/buns,white bread,brown bread,pastry,jam,soda,fruit/vegetable juice,syrup,chocolate,dish cleaner,dental care,napkins,newspapers",21,1156,4,"Adel",50,"Alexandria","Cash"
"7807","citrus fruit,domestic eggs,bottled water,soda",4,722,4,"Adel",50,"Alexandria","Credit"
"7808","newspapers",1,1890,4,"Adel",50,"Alexandria","Credit"
"7809","ice cream",1,1865,4,"Adel",50,"Alexandria","Credit"
"7810","frankfurter,sausage,pork,curd,soda,long life bakery product,napkins",7,2282,4,"Adel",50,"Alexandria","Cash"
"7811","sausage,citrus fruit,soda,fruit/vegetable juice,salty snack,napkins,cling film/bags",7,1010,4,"Adel",50,"Alexandria","Cash"
"7812","whole milk,brown bread,margarine",3,371,4,"Adel",50,"Alexandria","Cash"
"7813","soda",1,1871,4,"Adel",50,"Alexandria","Cash"
"7814","other vegetables",1,2021,4,"Adel",50,"Alexandria","Cash"
"7815","tropical fruit",1,917,4,"Adel",50,"Alexandria","Credit"
"7816","root vegetables,white bread,chewing gum",3,2170,4,"Adel",50,"Alexandria","Cash"
"7817","hamburger meat,other vegetables,whole milk,yogurt,whipped/sour cream,mayonnaise,frozen vegetables,frozen fish,soups,fruit/vegetable juice,canned beer,detergent",12,1249,4,"Adel",50,"Alexandria","Cash"
"7818","hamburger meat,onions,other vegetables,whole milk,domestic eggs,waffles,napkins,pot plants",8,2341,4,"Adel",50,"Alexandria","Cash"
"7819","root vegetables,whole milk,long life bakery product",3,2212,4,"Adel",50,"Alexandria","Credit"
"7820","sausage,organic products,specialty chocolate",3,591,4,"Adel",50,"Alexandria","Credit"
"7821","other vegetables,whole milk",2,1277,4,"Adel",50,"Alexandria","Cash"
"7822","red/blush wine",1,1886,4,"Adel",50,"Alexandria","Credit"
"7823","pork,whole milk,cake bar",3,700,4,"Adel",50,"Alexandria","Credit"
"7824","berries,other vegetables,yogurt,whipped/sour cream",4,1918,4,"Adel",50,"Alexandria","Cash"
"7825","root vegetables,yogurt,whipped/sour cream,UHT-milk,domestic eggs,rolls/buns,pickled vegetables,soda,bottled beer",9,509,4,"Adel",50,"Alexandria","Cash"
"7826","tropical fruit,curd,newspapers",3,2166,4,"Adel",50,"Alexandria","Credit"
"7827","sausage,frozen fish,semi-finished bread,salty snack,popcorn,napkins",6,1422,4,"Adel",50,"Alexandria","Cash"
"7828","pip fruit,root vegetables,other vegetables,whole milk,yogurt,rolls/buns",6,596,4,"Adel",50,"Alexandria","Cash"
"7829","canned beer",1,2009,4,"Adel",50,"Alexandria","Credit"
"7830","pip fruit,whole milk,yogurt,whipped/sour cream,cream cheese ,margarine",6,2393,4,"Adel",50,"Alexandria","Credit"
"7831","nuts/prunes,whole milk,hard cheese,processed cheese,newspapers",5,757,4,"Adel",50,"Alexandria","Credit"
"7832","whipped/sour cream,canned fish",2,2448,4,"Adel",50,"Alexandria","Credit"
"7833","whole milk,pastry,oil,popcorn,snack products,detergent,shopping bags",7,1487,4,"Adel",50,"Alexandria","Credit"
"7834","soda,bottled beer",2,1261,4,"Adel",50,"Alexandria","Credit"
"7835","sausage,chicken,onions,other vegetables,packaged fruit/vegetables,butter,yogurt,beverages,hard cheese,frozen vegetables,domestic eggs,white bread,bottled water,soda,fruit/vegetable juice,bottled beer,canned beer,sparkling wine,waffles,chocolate,candy,cleaner,dental care",23,2057,4,"Adel",50,"Alexandria","Cash"
"7836","meat",1,509,4,"Adel",50,"Alexandria","Cash"
"7837","whole milk,condensed milk,ice cream,coffee,napkins,kitchen towels,shopping bags",7,1116,4,"Adel",50,"Alexandria","Cash"
"7838","other vegetables,oil",2,264,4,"Adel",50,"Alexandria","Credit"
"7839","bottled water",1,800,4,"Adel",50,"Alexandria","Credit"
"7840","waffles,candy",2,729,4,"Adel",50,"Alexandria","Credit"
"7841","sausage,ham,beef,root vegetables,UHT-milk,pet care,soda",7,1126,4,"Adel",50,"Alexandria","Cash"
"7842","frankfurter,herbs",2,1154,4,"Adel",50,"Alexandria","Cash"
"7843","whole milk",1,1769,4,"Adel",50,"Alexandria","Credit"
"7844","pork,pip fruit,other vegetables,butter milk,white bread,pastry,soda,fruit/vegetable juice",8,367,4,"Adel",50,"Alexandria","Cash"
"7845","soda",1,739,4,"Adel",50,"Alexandria","Credit"
"7846","beef,whole milk,yogurt,pastry",4,2029,4,"Adel",50,"Alexandria","Credit"
"7847","domestic eggs,brown bread,flour,oil,cat food,coffee,soda,candy,hygiene articles,kitchen towels",10,1594,4,"Adel",50,"Alexandria","Cash"
"7848","whole milk",1,494,4,"Adel",50,"Alexandria","Credit"
"7849","pip fruit,other vegetables,yogurt,frozen meals,pastry,waffles,specialty bar",7,1611,4,"Adel",50,"Alexandria","Credit"
"7850","hygiene articles,napkins",2,1662,4,"Adel",50,"Alexandria","Cash"
"7851","soda,waffles",2,1447,4,"Adel",50,"Alexandria","Credit"
"7852","beef,whole milk,rolls/buns,canned vegetables,fruit/vegetable juice,waffles,chocolate,newspapers",8,1421,4,"Adel",50,"Alexandria","Cash"
"7853","frankfurter,tropical fruit,other vegetables,whole milk,soft cheese,curd cheese,cat food,hygiene articles,shopping bags",9,2424,4,"Adel",50,"Alexandria","Credit"
"7854","meat,whole milk,butter,hard cheese,rolls/buns",5,2379,4,"Adel",50,"Alexandria","Cash"
"7855","soda,canned beer",2,1165,4,"Adel",50,"Alexandria","Cash"
"7856","tropical fruit,nuts/prunes,other vegetables,whole milk,dessert,sliced cheese,soda,bottled beer,napkins",9,237,4,"Adel",50,"Alexandria","Credit"
"7857","ice cream",1,787,4,"Adel",50,"Alexandria","Cash"
"7858","sausage,whole milk,sliced cheese,pastry",4,2371,4,"Adel",50,"Alexandria","Credit"
"7859","ice cream,long life bakery product,specialty chocolate,specialty bar",4,769,4,"Adel",50,"Alexandria","Credit"
"7860","cooking chocolate",1,1912,4,"Adel",50,"Alexandria","Cash"
"7861","semi-finished bread,bottled water,soda,bottled beer",4,2101,4,"Adel",50,"Alexandria","Cash"
"7862","whole milk,cereals",2,343,5,"Shimaa",55,"Port Said","Cash"
"7863","fruit/vegetable juice",1,184,5,"Shimaa",55,"Port Said","Cash"
"7864","other vegetables",1,408,5,"Shimaa",55,"Port Said","Cash"
"7865","sausage,rolls/buns,soda,chocolate",4,2360,10,"Samy",55,"Alexandria","Credit"
"7866","hamburger meat,other vegetables,rolls/buns,spices,bottled water,hygiene articles,napkins",7,1821,5,"Shimaa",55,"Port Said","Cash"
"7867","sausage,rolls/buns,soda,canned beer,specialty bar,shopping bags",6,2117,10,"Samy",55,"Alexandria","Credit"
"7868","rolls/buns",1,2430,10,"Samy",55,"Alexandria","Credit"
"7869","root vegetables,other vegetables,butter,curd,whipped/sour cream,UHT-milk,hard cheese,rolls/buns,bottled water,long life bakery product",10,2232,5,"Shimaa",55,"Port Said","Credit"
"7870","ham,grapes,other vegetables,whole milk",4,1597,10,"Samy",55,"Alexandria","Cash"
"7871","turkey,tropical fruit,other vegetables,curd,domestic eggs,brown bread,semi-finished bread,margarine,baking powder,fruit/vegetable juice",10,433,5,"Shimaa",55,"Port Said","Cash"
"7872","rolls/buns,oil,bottled water,chewing gum,chocolate marshmallow,hygiene articles,napkins",7,1372,5,"Shimaa",55,"Port Said","Credit"
"7873","sausage,whole milk,curd",3,975,5,"Shimaa",55,"Port Said","Cash"
"7874","whole milk,meat spreads,soda",3,2097,10,"Samy",55,"Alexandria","Credit"
"7875","chocolate",1,702,10,"Samy",55,"Alexandria","Credit"
"7876","citrus fruit,butter milk,yogurt,cream cheese ",4,2133,5,"Shimaa",55,"Port Said","Credit"
"7877","pork,hamburger meat,citrus fruit,berries,onions,whipped/sour cream,rice,coffee,chocolate",9,1364,10,"Samy",55,"Alexandria","Credit"
"7878","detergent",1,1319,5,"Shimaa",55,"Port Said","Credit"
"7879","citrus fruit,tropical fruit",2,813,10,"Samy",55,"Alexandria","Credit"
"7880","frankfurter,rolls/buns,bottled water",3,878,10,"Samy",55,"Alexandria","Cash"
"7881","beef,citrus fruit,berries,root vegetables,brown bread,detergent",6,753,5,"Shimaa",55,"Port Said","Cash"
"7882","sparkling wine",1,320,10,"Samy",55,"Alexandria","Cash"
"7883","rolls/buns,Instant food products",2,321,5,"Shimaa",55,"Port Said","Credit"
"7884","whole milk",1,2249,10,"Samy",55,"Alexandria","Credit"
"7885","popcorn",1,1773,5,"Shimaa",55,"Port Said","Credit"
"7886","frankfurter,soda,chewing gum",3,1352,10,"Samy",55,"Alexandria","Credit"
"7887","hamburger meat,root vegetables,whole milk",3,2172,10,"Samy",55,"Alexandria","Credit"
"7888","sausage,soft cheese,coffee",3,183,5,"Shimaa",55,"Port Said","Credit"
"7889","pork,beef,pip fruit,herbs,spices",5,572,5,"Shimaa",55,"Port Said","Credit"
"7890","rolls/buns,chewing gum",2,1901,10,"Samy",55,"Alexandria","Cash"
"7891","condensed milk,sugar,coffee,shopping bags",4,378,5,"Shimaa",55,"Port Said","Cash"
"7892","newspapers",1,1383,5,"Shimaa",55,"Port Said","Cash"
"7893","sausage,beef,citrus fruit,other vegetables,whole milk,butter milk,whipped/sour cream,beverages,hard cheese,rolls/buns,dish cleaner,cookware",12,1455,10,"Samy",55,"Alexandria","Cash"
"7894","misc. beverages,newspapers",2,1857,10,"Samy",55,"Alexandria","Credit"
"7895","frankfurter,meat,tropical fruit,onions,oil,baking powder,tea,cling film/bags",8,1588,10,"Samy",55,"Alexandria","Cash"
"7896","ice cream,rolls/buns,canned beer",3,1525,10,"Samy",55,"Alexandria","Credit"
"7897","cream cheese ,rolls/buns,soda,chocolate",4,1542,10,"Samy",55,"Alexandria","Cash"
"7898","pork",1,1567,10,"Samy",55,"Alexandria","Cash"
"7899","frankfurter,sausage,butter,whipped/sour cream,rolls/buns,margarine,spices",7,882,10,"Samy",55,"Alexandria","Credit"
